Episode Number,Chunk Number,Duration (seconds),Transcription
48,10,30.0,la gore go botopwa ga batho bakakra dibuta a kantle re bona dibarintete didiragala afo gora gore ga re krabustajat gora gore moento ga o bereki emon go ra go re roketae rokepa mokgwa o moento o o berakankaonnee rabonna le ka a ka nekibuamabane e gore kwa bontha goree ditlhwetse go baitanape baretlgaloseta gore mokgwa o ba thoba
48,11,30.0,bonalang ba tslhwaetegakanako e yana gabagapelllwe ke ka leba kalaa go entliwa go enta go athufa mme le dibustate di tlo thusa gore re n be re bona gore batho gaba tlhokofale kapa batho ga bagapelwe ke bolepe gabatshwaetegile ke kohid  ya bofelo emon ke yana ya mek nmating mekinenmatin e re bilenkayona mabali ka nako e yan
48,12,30.0,sapra kgeiseisetsheto ya miking endmakhing me reeme t hutla ka bona gore anna go tlo dumelwa gore gwetswe miking enmakhing gare rebuaka miking enmathin e monribuakang gona le batho babang baetsimg badiriba boitekanelo ka na ko eyana ba ba tlirele mo emtawa jontan an jonstan goemmetse dipatlitsithotasisonke thutla go bona gore ga o go fiwa motho ga motho a fiwa bu tasart ya jonson an jonson
48,13,30.0,iberkaia mme gape ka nako e yanage ke ba thofela ba haeda ba ba ka kgonokram bitashot kgwemete go bona gore motho o kireile mo ento wa jonsonen jonson a akatra bitashot ya jonson an jonson mme re to bona dipatsite tsa bai baduribabitek nlo khur ana etotlidiapertan kanako ee ga o le moreti o le kogae o ne o kriile moente wa jonsene j
48,14,30.0,otsmodiriwa bitekanelo o kase kgone go kria bustasot ya faida go nne ka nako ee satlha e sentse e lebellepe go bona gore a guti   tsothe diapersiamo ga motho o krilemu enda wa jonson anjalson a trabusa shot ya moento wa faisa mme re ka emela utla tedingwe  gutwako thapra ka lebakaleo ke tonesakajiko e mon
48,15,30.0,ma tlarebona llaaronarteremese jaaro gukla gore aren ee bustajotwisiame eimon tsamooye bonakreta diponenkalebogapontsho tlholesentlonelttselemonatautwar tlabisnlwana gapeka moswo otholesentle emon lwenametela lemmakobedi lebartipa poklekogaeraire kare oetlatlholamonatetotae mabaisakaelepontso kakwetjhaeilem  nakwabagoebiasnaakwa olala batlhobantsintsiyana tangiponso ae somapele gauraboroberinabo
48,16,6.33,awitkorredi tse mo tsedin fen konka kbo kamooso soso
49,1,30.0,e kitshedimosetso ya kowid noitlisediwa ke motswedinya fem konkabokamoso soo wa go mojapontsopilanee wa go mola ee monlekae rtenlekaea reten ago na molato repene retene repeneya onn o dijileka maasky akere o dijile ka maasky dikresmose tsee o tse ne sentle ka tonitnithuntse o jile maske gawa thelolwakereware amaskuun wa fis
49,2,30.0,a mankelapileagonakamogomong e ngwanagonaakamonakamo gre rikrere ya mosela o batla o mo dimedisetlhepelere tswolapelekatang a katlang a e ankwatelamanebameaeeomoselawa bonn wae bona kganyeke iuang ya gore gao simolo buelena gwa senyena totlhanggakisepikipektsamekepi ki buisepimdakinokofiwetikamogon
49,3,30.0,kanananamonattlhatlanyadilafeelaoitsi nerisiaame fela go sna matsapeanoo tlile o tlhatlany  bona ba no batlotsanella bo malome he he wetytheheemella basadi uemella kkamon tbodipopyaga gophosorenge gotmohokotsen ee o tenga kereponso ta re tswalepelekatse dibotlhopa eeusiamekerepontwokekkke mo seela
49,4,30.0,ek moselaselaswathypontonaa o nabatlalentsilagaborphanoee etaenarbanknkaneee eweete le nna keemaakalet kemaakalenakaya pontyo erake rletirongwana nako letlogala ba babedi ba ba taa gontsa mo sporomba a kore bue ka kofid n le gore ea ma banabarona jang mo ditlhaloga nyonka gore kaetse gore gona di getltse di mmala nyanafale lefale
49,5,30.0,eya e nanogamput gante le raborobologolula tsetelefemolupenteribuaka gore rebona vino ba tumbabagolo emo erhalebelegorbana tpapatapabikanalo batlhaloganye ba bonele go re nalete atlhaloganye a berkayan neyanekanapo eo yana ne kaikana pebatta a boleti ba tlhaloganyo ba bana thapathapani en khawta kolejit a ka reba botale batho ba ba tlhokonelamban
49,6,30.0,batshuhile bare gona ba na le matlhonego a bodm thatata gore ka moklhwa o banna ban bipikanelo ba bona dbatlhaloganyo le bilokotlathi ne gapele e malweti a tlhaloganyo kapa e malete a maiputabodi khesindileteyala ailekodi mo thatathapa mo baneng ka nako e ya leroborobolemne thatathapa bothapaki gore
49,7,30.0,repalilel le bana gore anna le bone menthahap ya bonakapa npekanela ba bona batlhooganyo le maikuko be ka mayankanako e yana ne baitanepe ba tlhalekha gore gwa bontlha gore katatsapa le maphelwa a bala a a kilemotlilengka pagona lilek e biklhakatlhakaneng e le le bakala kofid  e len le bakala gore  remoleroboroborlela mne ka tatat
49,8,30.0,setsitona ke gore banaba le ba bannabatsa go noyati e dikolong ka le bakala gore mogare oo o mme o le ko dimothata re le mo leraborobolle ne ka teo go bonyi depresion anasti e le ko dimothata mo ba nneng ka nako e yanaen banneng baba ko tlafetlafe moo dikolong mme baitamta batlhalotsa gore ko na le mantahalth krises ko na le matahat
49,9,30.0,mo banneng ba mo afrika bora ka ta tata ka lebakala gore bana ba kokgonto ya bana moo malapeng ka nako e re bone dipatlisitso ditswa go tapo gauteng tsa gore ka nako ee ya dilokdam te ne re lotone ga ne re bona go re d goima ga bana goilekodin e ne e le ka lebakala gorbana neba betellwa bana bana ba gokotiwa kgata nebatletekoga
49,10,30.0,ae ee ka nts ka bontsinebatsetse lebatho ba bone ba baetle ba ba tsekakay ka mokgwa ona mme kile bakala gore ga go feudipolong datatsata bana ba tlhabela pkapa le ge nesi re haboni bana ne ba tlhabela kgokgonto dipetelelo ka go ya spolong ga nne go bonne katatefaka twenitwenki ha ne re le thatamo di loktawntenebe tse bana gorbalaeskolong go bone dikghokgontso tsa bana
49,11,30.0,odimo ko bonedi dipikelelo dia podimo mo e tsentala mo baneng ba ba tutana le mo baneng ba ba simani dilepodimo ne boitanapebatlhalotsha gore dilotheo ke tsonetse dietsangoremai kutlwa a bana le n  boitekanelo ba bone ba motlhaloganyoun nne efilopep ba ba baitanape ba silebelang e le mathenyego a tjene go bono korogudira galanglieo
49,12,30.0,oykouht ko unity of kad kampanalmi kaanape obituan kethohie profesa jovn hadmen o bontsan gor gona lebopat ba gore dipresen le ansaeti iilekoodino mo baneng ba ba yamkolong moo banenla ba tnatekolo ka napo e nltenthata garepanamo leroboromlohulla kohid  mme ke kgapolo gore ge bana ba boela kolonnyana baripa bana le bona barwe
49,13,30.0,kabima go ne babona gore bana ba tla basna le matlhatakapa malwetse a mpek a bmailepa atlhaloganyo ne abmaikudlwo ka le bakala gore  ditntek diragala mme ka na ko eyana ke gore le bone bana ja ka rona batho ba bat babagolo teretlhoka thusoka bikikamelo barona batlhalogani go botlhopa le bone ba kirie did e ba
49,14,30.0,toka kata ka maikutlo a bonekanako e yana gonne o ka bona ngwanagago o mmone ekare o tlilemotelen o tile motaelong o na ganake gore ngwana gaupi o oabella dilete yaloyalo e le gore go na le maikutlo kapa go na lebilo ebitekamelo baga batlhalogany gona lidilekwe di badira gallang tha wena uile piron lebati ba baheteng le bonen mme e gotshwana le ko thabla
49,15,30.0,i a kikiraygopola khaudlan kabinti negonale nomore ele e n abile i ne nale adlepe e bonthangore  okaleleta nomore eo gake klhaganyenomore eo ya o edd hitad hathele e berekamme kgebabadi barika bana mongwe lemung o kgata lanba namookgaufili bone bakaya ko jharld line s e dok ob dok bed e ee baya ko khonta a tshabatanemo mafarathefena
49,16,30.0,ba tla  bona gore go na le di online kounsiling khadrum te di thutsang bala pe golokolobana gore ba buyaka matata a ba bonang bana le bone batlhorabaitsanapa ba re khalotitsa gore leroborobole go lulela kohid le ba tsenta mos tretleng le bone re fa naganatlelacy rona bagolo ba bathanamdu ue ba batlhanang ba ba nanle tretkalebakala kofid  ne khauklyne e na le din e
49,17,30.0,ofisi mo diprobentin otsoge gaukayakoyone tharld lyne se dap orj th depe wareko kontrakt as letla bona  dirijinal ofise totsotlhe le yone thetruni ew e e thusanbane e elente go thutla bana gore tge bana batlhoka gu bua ne motho e otsenmotloditapababa keo bua le motho kanekutlwa bone kape di tsabatlhwarengtentleegona
49,18,30.0,gapenomoro e ya n wn se e ka founelwa moo e o ka eleletsa mo nomorun ennulenngwe ke twfo aw seendedeuikiyona ya thadland yone nwnse gao le ngwanakapa o na ganalwena o le motladi e ka ri bona gore ngwana o tshonega maiputlommi gauude kaenego botlhoka kanako e kga go boela tsolong re nkere bonahanterephela ka leroborobole go lolela kowid  gore ne maiputlobite kane
49,19,19.33,jatlhaloganya lab bal tlabana le bone gopele go bona goregwtwankayon ke tanatsapadiko emen le bohlelakaleboga ponsopelane re lebogetse thermistaeo go mpien re tlakopana ga pelanaka mosoma mosongotloresentle kalatentle emen le pela lemakoben kalebogalebaretikogan
50,1,30.0,reten ga rnamatsapatlakaitseri gompienre totilesabesa ba tsa akarelomo go oketsenselo sa go entiwa ga baagi ka moento wa kohid  mo afrika borwakianetu gompiolo enwannamme go rekihimoliamrarrakih dinediser ki bitse kgotiga dimohela mrarranek lekokola dirage le ba retsi bamtidiaheani ee limon gore ki tangole boyegomtleno ka goreng goaka rediwa ga ba nmilisabe ba ba farnogani mo mereron ya meenpe ya kohid n ho bo tsolikimpeling
50,2,30.0,go botlhokwathata mo gonye tefapenggorebagi ba entlela kobidn go botlokwa go itlwela go swa mo ditlhopeng tsa ba nne lesaben ba ba nidien ke leroboboleno le go tlhaloganya botoka mokgwa o tlemosa leroboroboleno fe fetiganka gona de go tlaka maano a go ditibela kgo ltsholalele kapatafegataonn mogaitso go na le banye lesabe ba le bantithata ba ba taya nkarolo mo go tokafatengtsielo tla tsekwa tlafe tsa g
50,3,30.0,iwa ga baagin nnekite gotsepamijapuo ya go mpienogopuso makala a ikimetin nakokoa hekolopikin mago tsafegofi a dikereke lya enetsefijhaba ga mmogo lebagi ta kakareitsony me tsare leba kafapuso motwka ripuso ya fika borwa e fa ne togo neke fasa gore ba ba bona thiribsetso ka botlalo mobapilinento ya kohid  nde bone ke fata fa batho kwa ditiropon le me tsebageng ba bona moento gaufid
50,4,30.0,bannagonakajalo go botlhokwa goripiso e rra ganye balanlewa a go rebola tsebisetso go bagi ka ga meento wa khohikmankinn gapeputlo e tshokago netefapa gorebagi ba tshepa mwoento le dikamote dientang bathon kajalo go bo tlhokwa thata goripuso tethejhaba le go ikamanya le bona le bareting le goba tatsia ka game ento le lena meola go entabagingne makala aikiles
50,5,30.0,aperekgebon a ka tisa go tamaisamalaita wa gorene ento ya kofidmankin e ba ba letsegile i di be reka mongyelwa mosenose karukleta badiri go ba na moenton magathodibatitisote di dirumen sisenjaana di kaenega badiring bareke ga mmogo lefithaba ka ka karetson baikan hmsetso e rebelwanke ba khuthamaga le baipelipeli ba badirelo ne bakaban tgotheletsa go entenga kored manten nkte le go e taetegan
50,6,30.0,kajalo makala a ikinetseng a thanetse go thutsapuso go tlhoma mafelo a go entang kwo dikimopon le kwa metsimagaeng tsenose ka thusa le go rutetsa batho go ba na mo ento ka bogaufing ha fengwe gore makala a no a thanetse go talapele go sedimisetsa baagi ba ba dula mo mafelong a di kgebota bona en ka game ento le motlola wa go unkiwa ogaetsomakoko a tsepolipiki makgotla a tsegosi a dikereke lyane tse
50,7,30.0,atshameka karolo e bo tlokwathata go rutlwetla malokoa bona go yago entiwan arebonye ba bangwe ba baedidipeli ba mekgatlo e nn ba entiwa mope mo phatalakeng le go rutlwetsa maloko le batsheheti ba bona go entewa kowid main le fa gole jalo rebone se tlhoswana fya na tsigweletaphata tan le go rutleta balakedi ba bonago ya go ye ntao go botlokwa gore baikedipele ba megatlo enn ba dirise maema bona go rutleta balakedib
50,8,30.0,ona go ya go enta ka maiteko a go fireta sawaka ka karetso kajalo ba tshwanete gore bola tserensetso e napagetseng ka ga neento le go phathalatsa melaeta e tsetsintshepo gore kweta batho go ba na neento ka bontsin wagaetho i kijana gore botlhokwa ja go taya karolo ga bagika akarete o n mo mereweng ya meento le go tlhopeletsa batho go endia go ka feka gatlha e diomatson semo dikantla gore bagibamela naka
50,9,30.0,imsetso ka fela e bonolo e di be tlhapileng nne ba dirajalo ka puo ya boonang kajalo moagi moole mongwe o tshanetse go rotlweta ba lifikalitalata gagwegwya go ntin ka go nenana ka thilinsetso e maleba ka gmoenton le botlokwa ja go intiwa jillapele go dirisatere tsa fatlogo o tiyonkwole monyongo tlhapa makogo ka mete lesoheta mepotwane ne mathoma  mabedi kgota dirijatbmaditwatise
50,10,9.09,aetaagin ne o katoganye lebaotadudimya moon ke lebagalyatetoryaloonar a mobino a lboleke kaleboga engon
51,1,30.0,eketshedimosetso ya kofid nuitlisediwake motswedinya femo konkabokamoosoomabandrisimoletsekgannyarona ya go botsa dipotsoka bana gore e letshelola go enta banamanaganyarona le mekae lesimollakae leakae re tswalapelegompiinwakren oritalapelenni kajkretle bua ka gore  keithirele e ke tsefekibone batho ba bota gore anap bana kapatota bona ba ba len
51,2,30.0,dngad ba ba lengmogaradingwagate taly et a ba ba mo kotsinyago ba o ba go lwala thapa go gatalla ke  kohid n ga batswatfile nne go bontha mo afika bora gore  ga relebeletse ke nte ya batho tino afkaburamon ae lefatenkabokhara npe ya npe ya batho ba ba khetegileng ka koid
51,3,30.0,anababal ka moo katsegadiwa gatdi een ga diafokiwethap organisation dihetente lebelepe dipalopalo ta ditanko dinage ke thetogilen mme ga go lebelepealo gwa bantla gore bana wa bontle gore moent mogare wa kohid  ne ga ba tshwatogile o bagapele kgata aka e moo batumba ba batona mne ga re lebeletsegapeke gore keperebone gore
51,4,30.0,kool us e ga re lebeletsemokgwebin efipileng fo pehent ya ya ba thubasebatshaitigile e ne e le bana mne gaitugonne le banaba batlopoheteng ga re lebeletsedipatitotseo go tswakoba itanapego ba ntsa gore totetota bana ba ka hhaefega mme ka lepa kala gore mogare o o montla mne garitugore go nale teresidisankgapeke lon kobid ke ge ditshupotsa khobid ki dinnatsi batale ga tetso otad o thetlhe o
51,5,30.0,thtginnne ga relbeletse dipalo ta ronatamoo asekabora national instud for kommunikhal de disef yona e ribitang mitd ka ka bokhutanyana e bonthitse gore go bontlha ore di tlhwatlegotlabana kapaditha  gore bana ba ba ba a bbt ie gobanakara a naba tlhwatsegile ka kohid  dipalapalatse nte dia kodimo ethele aprikha bora e tenamo khbo luuonla bope
51,6,30.0,mongwageng ofikileng mme ke ka lebakalarait gore luuolenele ka lebakalatmtha bariant mme gare lebelale gore ee re bone gore ditshwatego pa bana diakodimo ga nyada gantsa retsanamo luonlabobedi ka lebakalabmtha bariante enammeene ele thu kafend ya ditlhwathego se ne e lee mmanabaneng mo dingwageng ne khan kw fti ne fp mo barlen
51,7,30.0,bana ba ba nemmoo dingwagente htt go bantlha gore ka botlalo bana e nne la dieet hetandia ditshwatego tja di dibagalang mooe tnte didibagala mo afeka borwakanako eo mme a ka arka lebala e non di dipatlisatetedia oo a mtidi difeletekathepe bothigo ne ga riti gore papatapa del kha e dipeng gonne rebone go tswa ka thepeb
51,8,30.0,dauta bariel dekyone e neele kobimohata ne re tlwemela dipatlititsotpe dintlhwapeditsanko anakidi le baitanape ba banko bona gore re bona gore dikheta gopeo ilekobimo yang tefitilinke baitanapekanako etlo gore banna ba thatsalilego y ka fo peent e e gwya ba ka ileen peent e tule ko eionetek heten ya yako ileen pet mmo banembale bod
51,9,30.0,ten go khalla  years apantekibuyal go go bonta gore ge bariente e lebogale di thate gote didiragala mobaneng dinna bogale le tone mme ke ka ntlha eo adipatlititso tsa mo ento mo banendhimolola go rrrebon beitana ta batlhalofalogore kgarkaeriki hela hnteb dipelalo ke gore keonetehautha bariant ka pa
51,10,30.0,bato bona gore ana ke maba ka amang aebiten gore bana ba klhatsegek ata e ka kgo dia sete bpigo mme dipilalo ke gore ttata karian mme reennela baitanate mo di kgwediselatelang ba re tlalesetsetsotototaki en e hedifenthetgo tsa bana diekobimo mokwebinya setemutigog uola boraroresemolela ya ka ne rebone ka luola bo bedi mne ditukodi moyalo ga re lebeletse emon ke ka ga re lebeletse gore
51,11,30.0,gonte go diragalang re lebelesidipatlisiso akoo  taakoo tattedjankoo tds ko usa gwa bonta gore etota le ge bana ba thatsega kabagapele thata mmee e sentse go bontsa gore go na le bana ba ba ka hentse ba el baya kobokelong kapabatlha kofala e le ka lebakala kobed  gare lebella sedipatlitsikotetang mo atetha bora dipatlee
51,12,30.0,nko ntibc ga nne relebeletse moo e kgodinyatluki nrnaahe nerena le batho bale  whded ba ne ba balekoo bokelonkale bakala kowid  ga relebeletse  batho ba botlhe ba ne bab tilemme ntp ya batho bao ba tsile kooobokelong basa lwale mme ga relebeletsi gore dipatlitsote di bontsa gore bana
51,13,30.0,e ba bakafe aby ga ba ga ba ya bookelong bakatlhokofala phatla go nne gora gore n wa ba ba gatleletse mo mmeneng ga ripigananong ke bana bale threhenety ba ba tlhokofetenka lebakala kowid  mne baitanapebakwo enatidiba tlhalotsa gore ttp ya e bana ba ba tlhokofetsenta lebakala kowid  nebana le bole
51,14,30.0,obong totatota thata mogare wa hi ne mogareueelee bolwetsibatsukiri me gwa bonta gore bana ba ba gatelwang ke bolwetsiba kobid  ke bana ba ba na le malwetsi a mangwe gape ka nako e ke ka lebaka leo gre kaseri ogase bana bab ba batlhokopetgopian ke ka le ba kalle gole e motlhopa gore le dipatlithithodi tse mullwe e gwetiwa mob
51,15,30.0,g go mne ga go batwi gore go tlhokofale bana ba bang a gona g ngwano o mengwe o tlhokohetid ngwano o mong kekeke ke palopalo ya batlo ya banababantsi e mne ka nako e reenetsogutla gore lehaphala bitikanelo lekhalotsa gore gae re ka nkla bana ba modingwagente thwa te e ka bontha gore o ka thusa gore re bonerefikheko jed umun
51,16,30.0,kasebakadatee nikhalas krif werlin o e tseletsemtelifab mo ento ko le hapelabpikanelo o o tlhalesa gore kobid  tota tota e anile bana mo atukhabura tota kali luzolaboraro le le tsanolonekika baka leo retlokan go entla banabad mmodiwagepeo o tlalotalogore ga tetere bona gore eegeluola bonnele
51,17,30.0,molagangwaganto fela gaditi gore bana baka amegayang mme go botlhoka gore le bone ba tireletsegeka go tira mo ento mme ga nnya gore bana ba tramo entoraite go reitlinikathaele itumolope mme kanako e lehaphala dipikano le lebellete et interministerial kommitey lee ee dalibeletse gapelen ministerial adwisori kommitey ya yonna kobed nntin go bona gore ga o lebele
51,18,30.0,d ga go lebelletsi dipalopalopeditsankodnagenteduu lee  maele atsanko woldhaf organisation a tsanko hdis le  baitanapepabankodinagenpedi a remou maemong a mo afekhabora gore re ka himolla go enta bana ka tota ba ba boniwagimhetlhao kgoya eki ki tana kereene kenguka gore anare ka go no ba enta ka faesa kapapa jon ene jortan go nneko
51,19,28.5,namatakimnetekitayattantaaikenno kogalapontsorale bogatle tlholesentlher tlauisanlwena gape ka mos tlare twalelepelefela dialo re bona dikarabotse tsa bana reukerekgone go dira ditshwetso tse di maleba tseriseameng fa re tswallapele ka botshelo dwaruna a tlholasentelertlakopanlwena gape ka moso haleluzya masoma mararomoragaura borobedi pontsopilane ke mme ga digangwa tsa pholo a renela tsa sejentsa kohid
52,1,30.0,e ketshedimosetso ya kofidnoitlisediwake motswedinya femo konkabokamoosoolekae meepilanenpenremknaar tsogila rnamatsapa raitso re gojetsenakotlhetsola peletlhepontswomonnn emtila gotakodtsat afikan a haparatraditu tartu yona re bitanpakhutonyanararelkek hlapha e be ga goredia
52,2,30.0,edunelle e kapa e ke te enefi e e ka hedinenle go re kudurisie moento o wa titnikbi gar ka gopola moento o wa skidnikbi keone o ne  ba iff baneba baile bare o babatlo u birikiwenne pa i molilalo gore bar honadilepe  gapha egana go birifa mo ento o e tamabata anangw a distipoleikinne
52,3,30.0,rekatlhalogan nya mokgwa oo fakha o bertengatisa pra gaoberekika tasepolitikika kapakamaparebare bona ba iperekebafela ka twebinpeng e gore ana bao tlheba ba ba tlamhuri e ditlhareni entofiny le seny tserefeditsantwanedi hatradat ana entse diletetsetlhe teditlha tdi te ditge ke gang gore ba kgona goo lebala gore ana e ka tirisiwa mo afrika borane sakrae
52,4,30.0,intse e lebeleletsi ditakomanetse di tsilenko steikbic ka moento o wa bone o garka go pola gore moento o wa stetniki wee o dirilweki kanaleya reseaakh institude of apidemology and makrobiolojy o o oo russia etsanko russia mme tttta moento oo u dirisa netlha e le mebedi ya diletere didijandi a dino birus  baked konstrakts e di birisiwang
52,5,30.0,gwedamoendo mme ka lebaka leo e  go tsumolutse go nna ledipelalokapa di matshwenyego a gore moento o wa sptnihi o ka nnakotsimo ba thomba bananle mogare wa etha mme kgang e ke botlhokwa gare lebeletsemo afrika boragon neracit gore rena lee batho ba pantsi mo afrika boraba ba phelanta mogare wa ot anne bo tlhopa gore
52,6,30.0,bono gore moento o kapabaitsanapepa tshepe gore moento o o kasetsisepe moo batlhong babakgelankamogare o wa eh ire ne ga satha e neelebeleletsi dipatisiso tse ditsamko eyonaked dede ba kupilele dipatlisotse dinnme kagababega o gabadi kriato dintseo kapaditaponane tse ne ba dikupa gutsaposkipu di gore ba kgo no bona gore a na mo gare o totapopamobath
52,7,30.0,ana o  mo ba tunba banalle  mogare wa etha o bera kayang ne santlake gore ba ganne goreng emejensi us ya mog yam ya mo ente owa etnik bi kolbert  go nne ba lebelepi gore dikle ni khakhael te etadidaktin dibontlite gore  kunalid  tekhnoloji e dirisiwang meputmik ga bukrado
52,8,30.0,yago ya bobeli e kaisankots ya motho gore atshwetlege ka khib ko go dilo mmee a ka re tlhaloganye gore ka nako ege saphra e ne e kopa ditokomanye go tswa koo ebatutikbi gore ba kgono bonagore kusa galang ka ko ee ya gitsatlhatsogoya ethaye go duno mobale egaba gona go fa een faphlha dipakomane ke di tloke gang
52,9,30.0,bagono bona gore ga gona kotsi eo mme ka lebakaleo e ga gona bopaki bo bo feletsen ba go bontlha gor mo empo owa stptd aogaona koti me ga gona lekotsi ae ka tswa mmonyecka ba ka leo skapra e fa dunyanagormo ento o o dirisiwe kapagota imejensy us kjaaka ne ento e mneng e spereboni yola aridn
52,10,30.0,ne ke fesa de johnson en johnson nnee rebiuw e kapar fapha ethere dikgwedi di le e go lebelela gore ana mo ento oaspiti kbi o ka birisa nne yone sektion twetywn aplubal ke yona ya immejensy us  imta sektion twy orenn muriana noento o birisiwe ka kapele e yo ne ridita set  aplubadn
52,11,30.0,wnaphubali ee kiamoento wa putmiksic gabakgomo go fa dikokomane to tsotli tse ntlhopegalang mme ki kalebaakaleo sapha e paletseke go fa sen tyn aplikation e go putniksi ka nako e yana papatsaparelebelletse gore renanobathobab ki ba baphelanka mogare wa etrd ga re lebella dipalelo dipalopalotsa ruhata batho ba ba phelan tka ethadmotho o lo mmunwemo
52,12,30.0,mbale ba le batlhano ba ba le modungwagente i pint khala fotin ba phelaka molete  ka mogaro wa h i kgoragore kgarka leballagape raitilegore he tha borwa e na le  population kapase jhaba sa batho ba ba phelang ka mo gar wa ai ee ko dino kophala ditlhaba tse tsotlhe molefatleng mmee go botlhopa gore re bona gore  miento yoophed
52,13,30.0,itsamasen tlakapa ekafeletsekotsi moo bathomba banan le ethai kapa ekasisi tshwatsego ya ethi go duni kanapo ee moe putniki kasibirisiui emand nne go katallela gore  ga ba ka e tla batlisadi topomane sa twatlhetseditlhakuanke saphra gongwe saphra e tla lebelela dipatlupeng me ka nako et moente wa skutniti haw
52,14,29.92,abontla gore o oo o bomthita gore gawaepa diheft rekulation tsa rona ne bonthita o ka nnakoki  kya talorapale osabiriki mo afikabora ke tana takajiko emenoa raralbogatlhepontsopilane moitsanape wa rona wa dihlalatsano tsa bd kanelotlhalasentlaretlauisanlenagapeka mosothalahentle e emon bebarekko gaelentlola le mmapobedi batlhalehralota
53,1,30.0,e ketshedimosetso ya kowid noitlisediwa ke motswedinya femo konkabokamoosoooponsoonelaennekateleka penennahnamlato re tenresiamerala bogatleosiamake re rekabua ka moentoe ana ba lentamejeneeya emon e ee ga r ka gopola gore gadi ga bhumolola go bua ka mo entomo
53,2,30.0,oe banang ba ba lemo garegadingwagata taf le hnpin lefaphalabm de ka nalelatsa tshweto ya gore bana bao ba tlokra moente o lemmong wa feda ehenmi ente imidedi a ka re bona bathe ba botlhera go tsakodi ngwagantsa etin go ya kodmuk ba kirame ente ilimide lebakale ga ba repile e molwanoka gopolaganekitlhalota peitamape ba tlhalopite gore ke ka lebakala gore go bonne gore ge
53,3,30.0,eebanababy me dipatlistonpenendi dira galako mafathen a mangw gare ka go pola gape gore mafatsi a mang a simulula go sa bana ba meentopeleronare kasemulamo afrika bora mmege peleba peleba ba dinagatseding go swana leinaete kingdom le uf e etfa bana ba mo ento o ne fa dipatlitito ne go nne re birita dipatiso te tshwanan bo gongor re kgono bona  o led
53,4,30.0,usoli dyminitera ataju komity andetif i taya tshwete ya gore go diragala e go bono gore bana ba banti patatata bana ba ba bathimani ba bono gore ga ba krami ento o lumuleng moraagwa mo ento wa bopiriwa faesa ba nna le go tshoratione editan ayokhaebaethe ye e men boletsi ba inhlemetion kapa urruga mo pilen ne e ka lebaka leo elehaphalabithekanel
53,5,30.0,o leperuthetota gore go nne go bonwa dipatlithitepe bitana pe pa renamomo afrika borabar ere refe go bo tlhoko gore banaba ba tireletege ka goka ba tomokotinya go tshwatsegaka powed mantley mme the ne re lebellele gore ba tireletega dita raentenan ntleme gap eo khetso ya gore ba hiwe  moento o lemungwi wa faeba gore ba kgo no bona
53,6,30.0,bafireletilile mne tapapapa dipatisitsakapa  dikamora go pe diboninta gore may kadavk ya lenbolop ba go ruga mopelong le pherekhadact  b ne  ikidi inflenation ka mopelong disa biragala mmee ee ka na koye yana raite gore ngwana o le mo garadinyoga tetwah deh ata kramu enpe wa fasa o le mongye mme kaiti batlhoba banti ebap
53,7,30.0,ringo leyalo nekitlhalotalefaphalabiidie la bntlekanelo latlalsa gore neba tlhaba go bona gore mayokhadipte e ka nnapeng gomne dipatisiso di bontsito gore dipeng nne le mo baneng ba ba timani didiite go thala moo banneng bamod nwaganteta top go pitlhelela top go tlhelela seentin e ba ba bao ba bontsita korbana leyonen
53,8,30.0,ga go llelwadipakisihetekin gore ke eng okapa ke in tetetankgorephomne le kopi e retaanape ba tlhalota gore banna ba ba molingwagentlethwa gotlela s ba na le thanpekapa ba ka tswarwa ke tona kapadikamorago fa imflemation mo pelong e kam ka gabaka thatigate mo gare wa kohid
53,9,30.0,o ka dibagala ga ba ka tshaetaga ke kohid  ba tsa entiwa bannay baka tshwara ke yone e inhlometon  mopelong e ga rataru go pitsaga ba tatradali kapamoento nne ke kale baaka leo gape ga re tsa go pola emmamler anape mo dikgwedintenterehupa le le fathala dipekanelo ntle lerab ba tlorekhalotota gore mnen molemong mo ento o mo lomobo
53,10,30.0,go na lidika morago theto e lefagalabitekanelo baita nape woldhaut organisation ha pra tbs fda e tayang gore ere rre hente re dirisa moento o kapamolemo o le ga pona libi eka morago pi gore edibenefit tsa hukriam ento di feka dibenefik kapa dis adbantae o kapa diklamora gote sa gore o ka lala
53,11,30.0,mme kaitanape batsathete ya gore re tloo go balantsa yang ntla moragope le botlhopwa ba go rere firelepe  bana ba kgore basa re ba tsathatagati kobet mitharelo ne kikaleba pa leo  go tirinthete ya gore le ga go na liditla morago e ya na go botoka gore ko teuwe tshweetso ya gore gup bana ba fiwe mo ento o lemun ba ba kgonosireletswa le ge ba fa sireletsa kabo
53,12,30.0,otlalo a ta rid dibatlititd le bonsa gore ne ento e ne bediafaesatyone oprian  thireleto ekodimokapa ya botlalo go peperi ba trethireleto eng e ya mo ento o lemongwi e go nnafela gore batha tireletega go nne ga ba ka tshwaefega dipatlititso di re bontsa gore bana ba gapella ke boletebo kwapa kgany e ya inflamation mopelong e nna kwa go
