Episode Number,Chunk Number,Duration (seconds),Transcription,transcription,
41,11,30,ka omikhrone kobonta gore omikhrone e yang omikhan gaelwatse go tlwana le delpa nne ee go bololo gore o tshwaepege  ga re lebeletsi omikhone le ga re lebeletsi delpa nne ga o gapele mommeleng ga o tlhoke okijen ga o tlhoke go bebentile mmei le gore motho o tshwatsagileng hai e baphoba bant ba ba tshtsagileng ba ipona basa tsene koobokelongootloa,"1. ka omikhrone kobonta gore omikhrone e yang omikhan gaelwatse go tlwana le delpa nne ee go
2. bololo gore o tshwaepege  ga re lebeletsi omikhone le ga re lebeletsi delpa nne ga o gapele momme
3. leng ga o tlhoke okijen ga o tlhoke go bebentile mmei le gore motho o tshwatsagileng hai e baphoba bant
4. ba ba tshtsagileng ba ipona basa tsene koobokelongootloa","1. with the micron, it is necessary that the micron that goes to the micron should fight with the four parts that go to
2. Make sure that you are not looking for an omikon and we are not looking for a delpa.
3. when you don't need an okijen you don't need to check the house and if the person is infected it doesn't scare people
4. Those who are interested see themselves as being gathered"
41,12,30,ledaledlote emon mme gapethetse botlhapake gorrelemoga gore thaetsego e a tlantseki bua gore thatlego ka omikhon e bonolo baita napayano bare khalosisa gore gare bona gore thaetsegoka yona omikhhone e e bonolo go rarre retlhoka go nna re busediheser nne mog e mafelong a go na lemowa o tsanang rebita e sekulation le lentilation e di ragala ka bonolo go nne,"1. le
2. daledlote emon mme gapethetse botlhapake
3. gorrelemoga gore thaetsego e a tlantseki bua gore thatlego ka omikhon e bonolo baita napayano bare khalo
4. sisa gore gare bona gore thaetsegoka yona omikhhone e e bonolo go rarre retlhoka go nna re busediheser nne mog e
5. mafelong a go na lemowa o tsanang rebita e sekulation le lentilation e di ragala ka bonolo go nne","1. and
2. daledlote emon and repeated wickedness
3. It should be noted that the desire is not complete, say that the desire is simple, say the napayano bare kalo
4. Let them know that it is easy to handle and we need to be flexible.
5. in places where there is a similar rebita, it is secular and lentilation, it is easy to spread them."
41,13,30,emogare oo wa barinte ya  omikhon o bontla gore o kgona go thatega gophala mogare wa delta ne gwa bonalegore tota tota le ga ne ke balatse di tsanko waldlak organisation hare ka bonale gore le ko united states  ditshwatego di ko di mo thata har ka g ola gore ko united state le go na le difeit tle dingwi te di binelang gore batlho ba saapara  dimark raite le ko dikolong a ka ban,"1. emogare oo wa barinte ya  omikhon o bontla gore o kgona go thatega gophala mogare wa delta ne gwa bonalegore
2. tota tota le ga ne ke balatse di tsanko waldlak organisation hare ka bonale gore le ko united states  ditshwatego di ko
3. di mo thata har ka g ola gore ko united state le go na le difeit tle dingwi te di binelang gore batlho ba saa
4. para  dimark raite le ko dikolong a ka ban","1. That omikhon barinte shows that it is able to be difficult in the middle of the delta.
2. I really didn't visit the Tsanko Waldlak organization before I saw that even in the United States there are
3. It's hard for him when I grew up in the United States and there are facts so that the voices don't sing so that people don't
4. put your marks right in your school"
41,14,30,ababoelastolomoraagwa dikretmoseana ko united states  bana gabadine go na le kodifetntedunn  ba ba kgonoya solonbasa paradimark e ka le ba kaleo le baitanapa babonang gore mogare oo ua omikhon o tamaya o tshtao tshwatsa batho ba bantsi koo united states no maloben a re bonekithweto di ta mako wane milion ya di infektion pedintlha ditheta gope dintha ka letatilele lengko,"1. ababoelastolomoraagwa dikretmoseana ko united states  bana gabadine go na le kodifetntedunn
2. ba ba kgonoya
3. solonbasa paradimark e ka le ba kaleo le baitanapa babonang gore mogare oo ua
4. omikhon o tamaya
5. o tshtao tshwatsa batho ba bantsi koo united states no maloben a re bonekithweto di ta mako wane milion ya di in
6. fektion pedintlha ditheta gope dintha ka letatilele lengko","1. ababoelastolomoraagwa dikrtmoseana ko united states bana gabadine there is kodifetntedunn
2. they hate them
3. Solonbasa paradigm can be seen by those who are in the middle of the day
4. Omikhon is walking
5. He is like a lot of people in the United States.
6. fektion pedinthla theta or points in a row"
41,15,30,mme gare lebelletiana go botlhopwa ka nako e gore ryapare dimask fantenhenke tla di thibellang e gore narothobi a mogare o ajwe kgape go botlhopwa gore a te ta jekopula enayana goe re bulen   mabati ribuled ed dihesteri le gente gole maribu gonne mogare o marophedi a akgonothatega bonolokale bakalabarind e,"1. mme
2. gare lebelletiana go botlhopwa ka nako e gore rya
3. pare dimask fantenhenke tla di thibellang e gore narothobi a mogare o ajwe kgape go botlhopwa gore a
4. te ta jekopula enayana goe re bulen   mabati ribuled ed dihesteri le gente gole maribu gonne mogare o maro
5. phedi a akgonothatega bonolokale bakalabarind e","1. mother
2. In the middle of the belt, it is chosen at the time that it is rya
3. put on the masks that will block them so that the central narothobi can be distributed again to be chosen to
4. We are not going to open the door to open the doors, because the room is wet.
5. The snake gently acknowledges its neighbors"
41,16,30,ktonetakakoenyano ome khronoe bontsha e lee e tidimale tse g go gophala  tse dingwete tse tharotsatsa difitilentse e didimetse tsana e tidimaletse heela tswantarenentsere tlokometse ka dinakotsotlhetlhee ya bohabona fela thatsabatsebabantikwamanto gored le ditshupo batheba banti bare kgokh re botlhokokotwa ke tlhanhaithanen di ditlhupota delfa te ba tlhorbantine ba hupela ke ka le bakalwele ba itanape bareng ra bona gore pathrabant gabate ne batlhoka,"1. ktonetakakoe
2. nyano ome khronoe
3. bontsha e lee e tidimale
4. tse g go gophala  tse dingwete tse tharotsatsa difitilentse e didimetse tsana e tidimaletse heela tswantarenentsere tloko
5. metse ka dinakotsotlhetlhee
6. ya bohabona fela thatsabatsebabantikwamanto gored le ditshupo batheba banti bare kgokh re botlhokokotwa ke tlha
7. nhaithanen di ditlhupota delfa
8. te ba tlhorbantine ba hupela ke ka le bakalwele
9. ba itanape bareng ra bona gore pathrabant gabate ne batlhoka","1. ktonetakoe
2. Dry marriage
3. show it off
4. The things that do not make us happy
5. villages in all respects
6. Of their own, only those who don't care about the money and the signs, they do not have many points, but we are hurt by the fire.
7. Nhaithanen di dithupota delfa
8. Those who are tlorbantine are hupa by me and bakulele
9. They lost themselves in the bar and saw that they needed a pathrabant"
41,17,30,okijen batlhoka wetilation gonne gae komafatleinyole motho oo o ka buaka gore opwa kitlhogo utsa gore ika rokgotso ya ababauntsore nn o na gana ke ka mokgoo go bontsammaitanape gore o meklhone etsamayankateng ee e feng go tshwanale ka bitha le yone deltar nnlnlabre tlatswalapelefela yale ritlhokometsiwena  pontsora lebogaebogela tsheremisetsa ga go re takopana gapelwena ka mosoma moson kaura,"1. okijen batlhoka wetilation gonne gae komafa
2. tleinyole
3. motho oo o ka buaka gore opwa kitlhogo utsa gore ika rokgotso ya ababauntsore nn o na gana ke ka
4. mokgoo go bontsammaitanape gore o meklhone etsamayankateng ee e feng go tshwanale
5. ka bitha le yone deltar nnlnlabre tlatswalapelefela yale
6. ritlhokometsiwena  pontsora lebogaebogela tsheremisetsa ga go re takopana gapelwena ka mosoma moson ka
7. ura","1. why do they need ventilation because the house is cold
2. a violin
3. That person can say that he is being beaten and that if he refuses to accept the request of the sponsor
4. It is difficult to show yourself that you are good at the things that give you the same
5. I called it deltar nnlnlabre tlatswalapefelela yale
6. Let's take care of each other.
7. ura"
41,18,4.3,agaorapropedikialeboga e mon ke lemgalebarepe pogak,1. agaorapropedikialeboga e mon ke lemgalebarepe pogak,1. agaorapropedikialeboga e mon lemgalebarep pogak
42,1,30,e ketshedimosetso ya kofid noitlisediwa ke motswedinya femo konkabokamooso o oe a ruutwege gore yaanongfa re boisana ka dii ke ke diesemesetsa di wakination sertifikate ra burbuakan gate gae batho ba  botsa dipotstsidintsi ka tsona mo mafelong a be ke a nekile gaeko muruyeng nepotlo e ntsi eba to ganeba mtona wa kopanalenna ek e baebutanhrek ntserek rea melaipa ena,"1. e
2. ketshedimosetso ya kofid noitlisediwa ke motswedinya femo konkabokamooso o oe a ruutwege gore yaanongfa
3. re boisana ka dii ke ke diesemesetsa di wakination sertifikate ra burbuakan gate gae batho ba  botsa dipo
4. tstsidintsi ka tsona mo mafelong a be ke a nekile gaeko muruyeng nepotlo e ntsi eba to ganeba mtona wa kopana
5. le
6. nna ek e baebutanhrek ntserek rea melaipa ena","1. Yes
2. the kofid project is certified by a researcher from the firm, the company's manager is instructed to do so
3. We talk about things, I won't give you a wakination certificate, but people ask for money at home.
4. the discussion about them in the places I had given my house a lot of attention and then the minister met
5. and
6. I'm ek e baebutanhrek tserek rea these songs"
42,2,30,eereng gore re dawn loyde di h hiketi go ra goreng ana go ra gore garena  ga thenero entagape potatopa batho bagodi ke bona ba bepankabunti gonne garekaiti gore bona ba dirisa disafouite te di  bonolofela ka briti ba tona gatsed ma t mme e go ya koo mafarakakena intanet ga sehlotse ba tetlhaloganyang   gabatitlhalkanyithenken,"1. eereng gore re dawn loyde di h hiketi go ra goreng ana go ra gore garena  ga thenero entagape potato
2. pa batho bagodi ke bona ba bepankabunti gonne garekaiti gore bona ba dirisa disafouite te di  bonolofela ka b
3. riti ba tona gatsed ma t mme e go ya koo mafarakake
4. na intanet ga sehlotse ba tetlhaloganyang   gabatitlhalkanyithenken","1. if we are dawn loyde di h hiketi why are we saying that between tenero entagape potato
2. Elderly people are the ones who need to keep their accounts because it is not common for them to use software that is easier to use.
3. Riti men gatsed ma t and e go koo mafarakake
4. Does the internet not help those who understand gabatitlhalkanyithenken"
42,3,30,ga go leyalo  a taritimo pekentsehitileng tse peditse lefathala mtekanelo dibuilo lebutse yone  isds ya gore o nthe bo pakiba goba gore entilesiti ketisa go tshe tse bontshankgore ofeditsa ka mo entomni o treile ne ento enibetin lebaka lago sa daktin  sertifikate ena kapalekwaloleelele  la bopakiba gore o empilwe ke gore batho ba bantsi ba ba berakanka,"1. ga go leya
2. lo  a taritimo peke
3. ntsehitileng tse peditse lefathala mtekanelo dibuilo lebutse yone  isds ya gore o nthe bo pakiba goba gore entilesiti
4. ketisa go tshe tse bontshankgore ofeditsa ka mo entomni o treile ne ento enibetin lebaka lago
5. sa daktin  sertifikate ena kapalekwalole
6. elele  la bopakiba gore o empilwe ke gore batho ba bantsi ba ba berakanka","1. it is not possible
2. lo a taritimo peke
3. In the cases where the speakers are left flat, the speakers turn the isds to indicate that it is clear or that the receiver is
4. Do more and more things that show that ofedisa in the entomni you have tried ne ento enibetin your reason
5. This certificate is in writing
6. The only proof that you have been beaten is that many people think of them"
42,4,30,e gananndipirodikopa yonne dakn sertifikate ena kapale ga otsamaya o ya po moseja tatlhokagala le modilontsedinne ke one o ka e bontlha go bontsha gore tota tota o enkile mne ka nako ed ga re lebeletse bagudi kabun ngabatlho ke go bontsa bopaki boona gomne gabafetlela badira ka bont wa bone ba kogae mme e rerutlweta go rega,"1. e
2. gananndipirodikopa yonne dakn sertifikate ena kapale ga otsamaya o ya po moseja tatlhokagala le modi
3. lontsedinne ke one o ka e bontlha go bontsha gore tota tota o enkile mne ka nako ed ga re lebeletse bagudi kabun
4. ngabatlho ke go bontsa bopaki boona gomne gabafetlela badira ka bont wa bone ba kogae mme e rerutlweta go
5. rega","1. Yes
2. Get this certificate before you go to the new home.
3. This is the day you can show it to show that you are really married to me at a time when we are expecting bagudi kabun
4. It is necessary to show the same evidence to the perpetrators of their crimes and it is revealed to
5. rega"
42,5,30,nalemogudi o ka bothutsa mogudi ka dismahontsaago ka gore o kireyonesestiketise gonne ke bono gore  se ba tshwentsethata ba na ga na ba mo matlatenkapa go na le sesisatsamaenthintle ka moento mme ga baukeletse kohae bareti ba tlhaloganye gore ak oekrilen e re ontlhe dakinttketagago ek go e fela o nne le bopaki bobong ne garekagopola enon rekireile le dikarata,"1. nalemogudi o ka bothutsa mogudi ka dismahontsaago ka gore o kireyonesestike
2. tise gonne ke bono gore  se ba tshwentsethata ba na ga na ba mo matlatenkapa go na le sesisatsamaenthintle ka
3. moento mme ga baukeletse kohae
4. bareti ba tlhaloganye gore ak oekrilen e re ontlhe dakinttke
5. tagago
6. ek go e fela o nne le bopaki bobong ne garekagopola enon rekireile le dikarata","1. The doctor can teach the patient about your symptoms because he is a gynecologist
2. know because I see that this is troubling them, they will not be in trouble or there is a problem with
3. The vaccine does not cause inflammation
4. The fans should understand that ak oekrilen means all dakinttke
5. drunkenness
6. If it is not enough, you should have proof that you remember the order and the cards"
42,6,30,garo enta ke di bonthan go rera en ri enpilwe dle ka yana mme ga o tshonne o dawnloude yone e sitiketi sa moente wa gago o tshonne o dirise matarathatla a inthanet a ta re bonakanako e yana hntkhagonam nkamminee ka mokgomongwe otajranbainetikate  go nne ke yona e ribitsang phidiffile phdiffele ke takomane,"1. garo enta ke di bonthan go rera en ri enpilwe dle
2. ka yana mme ga o tshonne o dawnloude yone e sitiketi sa moente wa gago o tshonne o dirise matara
3. thatla a inthanet a ta re bonakanako e yana hntkhago
4. nam nkamminee
5. ka mokgomongwe otajranbainetikate  go nne ke yona e ribitsang phidiffile phdiffele ke takomane","1. Garo enta di bonthan to preach en ri enpilwe dle
2. Therefore, if you can't download the sticker of your vaccination, you can use the tape.
3. Search the internet and it will look like this
4. nam nkamminee
5. in the case of a cow, it should be the one that destroys the phidiffile phdiffele is takomane"
42,7,30,eri e nna mmooma  mo dikomputen kapagape e nna moo  dimo di smartfhone mme ge e u krile semes eo kgape gore e go goputa gore ka yone balthar kord gao uyeta e ga u e wakination kolk kira gore wakimation ko ke nnomoro ya bopakiba gore o entile nek ee ga go biwaleabo ehaphalabitekanelo ba rotletsa gore o fa et,"1. eri e nna mmooma  mo dikomputen kapagape e nna moo  dimo di smartfhone mme ge e u krile se
2. mes eo kgape gore e go goputa gore ka yone balthar kord gao uyeta e ga u e wakination kolk
3. kira gore wakimation ko ke nnomoro ya bopakiba gore o entile
4. nek ee ga go biwale
5. abo ehaphalabitekanelo ba rotletsa gore o fa et","1. It's a bug on computers, but it's on smartphones, and if it does this to you
2. What are the times that you remember that you did not wakination kolk?
3. assume that wakimation is the number to prove that you have been vaccinated
4. This time there is no word
5. abo ehaphalabitekanelo are urging that he give et"
42,8,30,molamolatsa oo onanle yaination khoda gago gonne gao ka krathun gore o nne le motlo o ka go tlusang gore oefed o dawnlodeyone yaksination  thekettsa gago o tla diriga khouti eu e e lem bopaki ba goru o enpillen mne e di efenes edi tsenan te dibontlhang bagolo kaparona ba botlho ba ba empile gore  tse di ruketang gore readanloude saitte ka karonae rapela,"1. molamolatsa oo onanle
2. yaination khoda gago gonne gao ka krathun gore o nne le motlo o ka go tlusang gore oefed o dawn
3. lodeyone yaksination  thekettsa gago o tla diriga khouti eu e e lem bopaki ba goru o enpillen
4. mne e di efenes edi tsenan te dibontlhang bagolo kaparona ba botlho ba ba empile gore  tse di ruketang
5. gore readanloude saitte ka karonae
6. rapela","1. that good witch
2. Yaination is important to you, because you are in the habit of having a fire that can wake you up to dawn.
3. Lodeyone yaksination tekketsa you will use your code as proof of your enpilen
4. Let me show them what they are saying.
5. that readanloude saitte ka karonae
6. pray"
42,9,30,gore ke bopatibagoru entilwe gao o na le  kgona kgago ga o na lemano kapa o na leyone saupon e dumelelang gore o kgona go eda lora ditihikepi sena o ka yeta nne ga o finamano ao kapa sauponi eo ga go na bothata ga go rae gore go n leselo tete tsafata mayanka fela esiameng ka moentlo wa hago garre kanna le gore eraiti go re komafateng a mautebu,"1. gore ke bopatibago
2. ru entilwe gao o na le  kgona kgago
3. ga o na lemano kapa o na leyone saupon e dumelelang gore o kgona go eda lora ditihikepi sena o ka ye
4. ta nne ga o finamano ao kapa sauponi eo ga go na bothata ga go rae
5. gore go n leselo tete tsafa
6. ta maya
7. nka fela esiameng ka moentlo wa hago
8. garre kanna le gore eraiti go re komafa
9. teng a mautebu","1. that it is a secret
2. ru entilwe kao you can do it
3. You don't have a family or you have a loan that allows you to go to these restaurants.
4. If you don't have that finamano or that soap, there is no problem to say
5. that there is a lot of light
6. ta maya
7. I can't be honest with you
8. Garre may not even be able to make us sleepy
9. there is mautebu"
42,10,30,uaka gore bagudi ka bontsi ba bone stseba tratswana diputta shod ri buaka kaleleto ya mo ento gore o tra moento wa boraro kapa wa boraro ga o krele mo ento wa fada yee nne e le meento e le mebedi kapa ga o krela wa johnson nan johnson e ne e le moe mo ento o le mong nne kanako e yana kgaitsi go nnile tshweetso ee tileng ko lefhapheng ya ditikanelo ka kgany eu ge e tlatsa ke goneretla bonang dic,"1. uaka gore bagudi ka bontsi ba bone stseba tratswana diputta shod ri buaka kaleleto ya mo ento gore o tra
2. moento wa boraro kapa wa boraro ga o krele mo ento wa fada yee
3. nne e le meento e le mebedi kapa ga o krela wa johnson nan johnson e ne e le moe mo ento o le mong nne kanako
4. e yana kgaitsi go nnile tshweetso ee tileng ko lefhapheng ya ditikanelo ka kgany eu ge e tlatsa ke goneretla bonang
5. dic","1. I hope that most of the patients do not know about tratswana diputa shod ri baakaka leleto mo ento that it works
2. The third or third vaccine is not included in the current vaccine
3. Is it two injections or do you believe that Johnson was pregnant in one injection?
4. Yes, my sister, there has been a decision made in the department of education.
5. Dec"
42,11,30,netauditsena e le kanako e hntekitloutlwa gotswako lefakalampekanolo agone ja ka re bona go ikwadiseka mo ento o kiramano a mantsi o ka dritha one mafarathatlha a inthanet kapa o dirifam esema dilotseialo retlabona ganako intsetsama go pukophatswa yone akin tetiikae til e renan leone anare tla bona re khonota leka efenet ne kanako e ga o na le bopati,"1. netauditsena e le kanako e hntekitloutlwa gotswako lefakalampekanolo agone ja ka re bona go ikwadiseka
2. mo ento o kiramano a mantsi o ka dritha one mafarathatlha a inthanet kapa o dirifam esema dilotsei
3. alo retlabona ganako intsetsama go pukophatswa yone akin tetiikae
4. til e renan leone anare tla bona re khonota leka efenet ne kanako e ga o na le bopati","1. The netauditsena is sometimes challenged by the combination of the potential and I saw the registration
2. If you have many contracts, you can download the internet infrastructure or download it.
3. Alo retlabona how much effort is made to make it easy akin tetiikae
4. til e renan leone anare we will see how we can try ifenet ne kakan e no bopati"
42,12,30,ka karata e le oikrelen moragoga o entiwa le yone esemes e rumetseng ere o dawnlode waksin setherke tsa gago o ka itumarela esemes eo gomne e na le waksin khod ia gago mne ga gona he tileng mothileng ka sanatse ki fana fakadipo enwanyoke no raukralebogathe ponso wena o leng moitsianapewo ditlhaletsanatsa boitekanelo ra lebogautua tlwalesentloneletetselemonateeannalm,"1. ka karata e le oikrelen moragoga o entiwa le yone esemes e rumetseng ere o dawnlode waksin sether
2. ke
3. tsa gago o ka itumarela esemes eo gomne e na le waksin khod ia
4. gago mne ga gona he tileng mothileng ka sanatse ki fana fakadipo enwanyoke no raukralebogathe pon
5. so wena o leng moitsianapewo ditlhaletsanatsa boitekanelo ra lebogautua
6. tlwalesentloneletetselemonateeannalm","1. with a card that is oikrelen later you are injected with the same message that has been sent ere you download waksin sether
2. i
3. You can stick to your skin because it contains wax
4. What is your name?
5. So you are a professional, explain the health of the gold
6. tlwalesentlonetelesetselemonateeannalm"
42,13,1.8,ko gay k tlelang entle,1. ko gay k tlelang entle,1. ko gay k telang entle
43,1,30,e ketshedimosetso ya kowid  noitlisediwake motswedinya femon ko nkabokamoso soo dumela pantsoopilanedmela enmonlekae re tenlekaepenengona namolatoitile rfela ko wena to tshwaane omekron kohid  o ka tswalapeleema utwanaee rt grdigata,"1. e
2. ketshedimosetso ya kowid  noitlisediwake
3. motswedinya femon ko nkabokamoso soo dumela pantsoopilanedmela enmonle
4. kae re tenle
5. kaepenengona namolatoitile
6. rfela ko wena to tshwaane omekron kohid  o ka tswalapeleema utwanaee rt grdigata","1. Yes
2. kowid noitlisediwake news
3. mtswedinya femon ko nakbokamaso soo dumela pantsooopilaendmela enmonle
4. Where are we?
5. I have written it myself
6. rfela ko you to thwaane omekron kohid o zwalapeleema utwanaee rt grdigata"
43,2,30,a matti a tsa koid  tapatata omkhone e refenekia ke fanetse hetonase ereitanape le legaphlabitekanala babuakafone nme e moo matimololong a bke e mataane kapahonta ga ilile enoneritanapeba ba lelalela gape gore go diragalan ka omkhonle gore kli le kha bey tharera go re diipalopalo de nte ditomo dibekeng pee,"1. a
2. matti a tsa koid  tapatata omkhone e refenekia ke fanetse hetonase ereitanape le legaphla
3. bitekanala babuakafone nme e moo matimololong a bke
4. e mataane kapahonta ga ilile enoneritanapeba ba lelalela gape gore go diragalan ka omkhonle
5. gore kli le kha bey tharera go re diipalopalo de nte ditomo dibekeng pee","1. a
2. Matti a tsa koid tapatata omkhone e refenekia i gave hetonase ereitanap and legaphla
3. Bitekanala bawaakafone and it is there in the beginning of my life
4. It's tight or it's not ilile enoneritanapeba they are waiting for it to happen again
5. that kli and kha bey tarera to say that the statistics de nte ditomo weeks pee"
43,3,30,tharpehtimpedire dilelang ka onikhron kapaka ballwe ki ba ba tlhaithagilenka barint ya onikhron mme go bontsa gore go na leng e ttsanha goteet hete goloki gore go bontsa gore batlha e kare ba nna le ktion rad ke gore ba tshwatsega ko go dimo go khala  bbath ba banbe tsimbatlha rapira ga ribuaka batlha ribuaka  banama bany,"1. tharpehtimpedire dilelang ka onikhron kapaka ballwe ki ba ba tlhaithagilenka barint
2. ya onikhron mme go bontsa gore go na leng e ttsanha goteet hete goloki gore go bontsa gore batlha
3. e kare ba nna le ktion rad ke gore ba tshwatsega ko go dimo go khala  bbath ba banbe tsimbatlha
4. rapira ga ribuaka batlha ribuaka  banama bany","1. tharpehtimpedire is the one with the onikhron kapaka ballwe ki ba lathaithagilenka barint
2. of onikhron and to show that there is something similar
3. If they don't have a ktion rad, it means that they are stuck in a place where bad people cry.
4. rapira ga ribuaka batlha ribuaka banama bany"
43,4,30,ne lei ba batamaelan koo di e t ke bonama ba bonthang gore etotatsota ba bonthaban n ba tshwapega ka bonpi mmee go bonthagapele gore ga go na kgapelelo ya bolepi eideye ke dipatlitike baipanapenebadlebele moragogaba lebelela gore kotshwani tataba lebeletsetshwani gao ka gopola emon ee mo pekinpe kharepehipile ne go diwa ka gore kotshwan,"1. ne lei ba batamaelan koo di e t ke bonama ba bonthang gore etotatsota ba bonthaban n ba tshwapega
2. ka bonpi mmee
3. go bonthagapele gore ga go na kgapelelo ya bolepi eideye ke dipatlitike baipanapenebadlebele moragogaba lebelela gore
4. kotshwani tataba lebeletsetshwani gao ka gopola emon ee mo pekinpe kharepehipile ne go diwa ka gore kotshwan","1. They did not go there as if they were showing that they were being abused.
2. with mother
3. to show clearly that there is no failure of the forecast if it is the politicians who are in the future expect that
4. kotshwani father, wait for your friend, I remembered the emon that pekinpe kharepehipile it was said that kotswani"
43,5,30,gonaletlasta abrek e go tlhalfisabarete tlasta abrek ke ge go na le ditshatego pe diutinolefelong leleleng nne pele re ta na moluon le labonele kwab gwatlhahiwa ke lehaphalabitekanelo le baitanapa goretshwani e ne tsetse e bona ditshatego te diuti thatakanako eomme ee ale ga bare sente re le go lebeleleti dipatlisiso di dipalopalo sete go le ege,"1. go
2. naletlasta abrek e go tlhalfisabarete tlasta abrek ke ge go na le ditshatego pe diutinole
3. felong leleleng nne pele re ta na moluon le labonele kwab gwatlhahiwa ke lehaphalabitekanelo le baitanapa gore
4. tshwani e ne tsetse e bona ditshatego te diuti thatakanako eomme
5. ee ale ga bare sente re le go lebeleleti dipatlisiso di dipalopalo sete go le ege","1. go
2. naletlasta abrek is to sharpen the saberette tlasta abrek is when there are problems and diutinole
3. In the end, it will be a long time before we have a vision and you can see that it was created by Lehaphalabitekanelo and the Tanapas that
4. The same thing happened when he saw a lot of things
5. Yes, let's not spend a cent while waiting for research and statistics to show it"
43,6,30,thaloganhndd fe ba se bonanke go re binnyaka ko bookelong le ba diriba bitekenelo ba bona go re kinika phlopal mokgwa o baleti ba ba tshwapegileng ka kobed ko tshwani ko di bokolong ba potshwani ba tenan kaone goo ega go tshwaneleka mertlwate go bona ka ntlha ke gore go bona gore eega gona kobid nimonya enpi kobid nimonyanke ge o e mafatlha,"1. thaloganhndd fe ba se bonanke go re binnyaka ko bookelong le ba diriba bitekenelo ba bona go re ki
2. nika phlopal mokgwa o baleti ba ba tshwapegileng ka kobed ko tshwani ko di bokolong ba potshwani ba tenan
3. kaone goo ega go tshwaneleka mertlwate go bona ka ntlha ke gore go bona gore eega gona kobid nimonya enpi ko
4. bid nimonyanke ge o e mafatlha","1. thaloganhndd don't they see us binnyaka in the hospital and they turn their signs to say ki
2. Nika Phlopal is the way that the people who are addicted to the kobed are like they are in the dark.
3. It is good that it is necessary to see the mountains because to see that there is a kobid nimonya enpi ko
4. bid nimonyanke if you are hungry"
43,7,30,ka lwala tapa go bona gore batho ba bantsi ba gatallwa ke kobek momalaklen mme tshwane eya bontha gore keyone e thitsentha kanako e yanan e  mne beitanape ba lebelletse gore ana hu tlo bona ditshwatsego la batho ba ba gatelletseng mo dibekeng te di latelante mpalopalope tsa go takotshwani engon ibontagapelo gore e baitanapebaakorethat atse ke medika sitaj kanto ya neerc,"1. ka lwala tapa go bona gore batho ba bantsi ba gatallwa ke kobek momalaklen mme tshwane eya bontha gore keyone e
2. thitsentha kanako e yanan e  mne beitanape ba lebelletse gore ana hu tlo bona ditshwatsego la batho ba ba gate
3. lletseng mo dibekeng te di latelante mpalopalope tsa go takotshwani engon ibontagapelo gore e baitanapebaa
4. korethat atse ke medika sitaj kanto ya neerc","1. I was shocked to see that many people are oppressed by kobek momalaklen and the same goes to show that keyone is
2. At the same time, the four beitanapes expect that they are going to see the signs of the people.
3. Those who cry for weeks do not follow the love story which shows that they are lovers.
4. korethat atse ke medika sitaj kanto ya neerc"
43,8,30,anka bokhotanyana rereki fanl f ba bona gore go na lei mogwa oore twa na ba tlwaete go bona khofitikateng kapak gore khobiti enna ya mme mmele ya batho le mogwa o ba e bonakgananong ga go tshwanyi ga bitshwa nni ke fonefe e se lebeletsenkanakoy gore gaba tlhaloganye gore ke ga janako ebana gana ke ka le,"1. anka bokhotanyana rereki fanl f ba bona gore go na lei mogwa oore twa na ba tlwaete go bona khofiti
2. kateng kapak gore khobiti enna ya mme mmele ya batho le mogwa o ba e bonakgananong ga go tshwanyi ga bi
3. tshwa nni ke fonefe e se lebeletsenkanakoy gore gaba tlhaloganye gore ke ga janako ebana gana ke ka le","1. Ask the customer if they see that there is no way to see if they are used to seeing coffee.
2. So why is it that the human body and the way are in conflict with each other?
3. It's a phone that I don't expect, so please understand that it's not like that."
43,9,30,bakala gore batho ba enkilie eiman mme kapa ke ka lebakala gore barianti e ntlha ya omitlhone ebereka  e fatshwanele dibariante te du doa fawek abdula oele ngwako fanrt o tlalothite gore gon ledlot edi thathwanin emne kanako e yana wa tlaloganya gore ethoneba lebelle gore ko diragala yang ga go lebelle,"1. bakala gore batho ba enkilie eiman mme kapa ke ka lebakala gore barianti e ntlha ya omitlhone ebereka
2. e fatshwanele
3. dibariante te du doa
4. fawek abdula oele ngwako fanrt o tlalothite gore gon ledlot edi thathwanin emne kanako
5. e yana wa tlaloganya gore ethoneba lebelle gore ko diragala yang ga go lebelle","1. think that people have bought eiman and or is it because the first variant of the oven works
2. it is appropriate
3. There are no variants
4. fawek abdula came to my house and told me that there was a lot of trouble
5. It is important that you expect what happens that you do not expect"
43,10,30,i dikhetisedinthatsentse di diragala moo omomoo mo dipekentehipileng gwa bona gore ka o tshwanyi totatota yone di tshwatsegota bonotediti did tlile ka lebakalayone barinke ya omikhron nne mo beking e mo beking ya tn nganathelo kela dthri fa ee fameta,"1. i dikhetisedinthatsentse di diragala moo omomoo mo dipeke
2. ntehipileng gwa bona gore ka o tshwanyi totatota yone di tshwatsegota bonotediti did tlile ka lebakalayone barinke ya o
3. mikhron nne mo beking e mo beking ya tn nganathelo kela dthri fa ee fameta","1. i khetsedinthatsentse happens where omomoo pikeke
2. I was surprised to see that you are the same person, it is the same thing that has happened because of the bank's loans.
3. mikhron four in the week in the week of tn nanathelo kela dthri fa ee fameta"
